Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
71.6250,0.9478,158.8750,150.6250,1.0947,69.9375,76.5625,5.2070,406.0000,2114.0000,0.9380,844.0000,791.5000,1.1006,22.2812,24.5156,1.0977,-7.8750,-8.6406,1.7871,0.0946,0.1691,1.7939,-0.0061,-0.0109,1.7988,0.0229,0.0412,1.7959,0.2612,0.4692,1.7959,0.0015,0.0027,1.8008,0.3267,0.5884,1.7939,-0.0336,-0.0602,1.7920,0.0488,0.0875,1.7969,3.4688,6.2344,1.7969,-0.5801,-1.0420,1.8027,0.7891,1.4229,1.7998,-1.8008,-3.2402,1.7998,12.7578,22.9688,0.9434,3.2617,3.0762,0.9453,8.3984,7.9375,0.9434,0.4150,0.3916,0.9453,1.2324,1.1650,3.2988,3.7207,12.2734,0.9424,2.1055,1.9844,3.2969,-2.9062,-9.5781,3.3008,182.0000,600.5000
71.6875,0.9502,125.0000,118.7500,1.0947,81.2500,88.9375,5.2148,454.5000,2370.0000,0.9429,880.0000,829.5000,1.1016,-6.2852,-6.9219,1.1055,38.4375,42.5000,1.7900,0.0793,0.1421,1.7969,0.0275,0.0493,1.7939,-0.0290,-0.0520,1.7930,0.2236,0.4009,1.7920,0.0000,0.0000,1.8027,0.3342,0.6025,1.8027,0.0031,0.0055,1.8018,0.0961,0.1732,1.7988,3.4824,6.2656,1.7998,4.4570,8.0234,1.7969,1.1475,2.0625,1.7969,0.1831,0.3291,1.7979,10.6797,19.2031,0.9536,3.5391,3.3750,0.9536,9.1094,8.6875,0.9536,0.5615,0.5356,0.9507,1.4492,1.3779,3.2988,4.8438,15.9766,0.9448,2.3125,2.1855,3.2969,-4.1758,-13.7656,3.2969,131.3750,433.2500
71.8125,0.9502,135.0000,128.2500,1.0996,60.9688,67.0625,5.2148,314.0000,1637.0000,0.9390,850.5000,798.5000,1.1006,7.8125,8.6016,1.1045,17.9375,19.8125,1.7910,0.0824,0.1476,1.7979,0.0275,0.0494,1.7988,0.0046,0.0082,1.7969,0.2490,0.4475,1.7969,-0.0046,-0.0082,1.7969,0.3081,0.5537,1.7998,-0.0305,-0.0549,1.7920,0.0656,0.1176,1.7939,3.4824,6.2461,1.7959,-0.3052,-0.5479,1.7979,1.1514,2.0703,1.8008,-0.5186,-0.9336,1.7979,19.6562,35.3438,0.9517,3.1406,2.9883,0.9531,8.7188,8.3125,0.9521,0.8301,0.7905,0.9561,1.3184,1.2607,3.3008,4.1719,13.7734,0.9468,2.6777,2.5352,3.3047,1.3555,4.4805,3.3047,275.7500,911.5000
71.8750,0.9531,124.6875,118.8125,1.1074,99.0000,109.6250,5.2070,491.2500,2558.0000,0.9429,862.5000,813.0000,1.0996,-6.2852,-6.9102,1.1016,44.3125,48.8125,1.7910,0.0671,0.1202,1.7959,-0.0732,-0.1316,1.7969,-0.0061,-0.0110,1.7949,0.2371,0.4255,1.7988,-0.0076,-0.0137,1.8008,0.3174,0.5718,1.7998,-0.0061,-0.0110,1.7979,0.0854,0.1536,1.8008,3.3672,6.0625,1.7939,-1.1904,-2.1348,1.7988,1.3721,2.4688,1.7969,0.2441,0.4387,1.7979,12.7578,22.9375,0.9507,3.4180,3.2500,0.9473,9.1953,8.7109,0.9526,0.3662,0.3489,0.9463,1.2090,1.1445,3.3027,3.4844,11.5078,0.9478,2.9453,2.7910,3.3066,3.6250,11.9844,3.2988,252.6250,833.5000
71.9375,0.9507,67.1250,63.8125,1.1025,67.8125,74.7500,5.2109,508.5000,2650.0000,0.9424,863.0000,813.5000,1.1006,-6.8984,-7.5938,1.0986,41.5625,45.6562,1.7861,0.1190,0.2125,1.7988,-0.0214,-0.0384,1.8008,0.0137,0.0247,1.7979,0.2346,0.4219,1.7988,-0.0046,-0.0082,1.7959,0.3403,0.6113,1.7969,0.0183,0.0329,1.7969,0.0809,0.1453,1.7998,3.5117,6.3203,1.7949,-0.7627,-1.3691,1.7930,1.0518,1.8857,1.7988,-7.5391,-13.5625,1.7969,11.2891,20.2812,0.9541,3.4180,3.2617,0.9492,8.9297,8.4766,0.9517,0.6104,0.5811,0.9531,0.9370,0.8931,3.3047,3.5488,11.7266,0.9448,2.4336,2.2988,3.2969,-3.9297,-12.9531,3.3027,285.7500,944.0000
72.0000,0.9546,68.0625,65.0000,1.1025,63.4688,70.0000,5.2109,485.0000,2528.0000,0.9331,847.0000,790.5000,1.1006,-6.5938,-7.2578,1.1064,14.3438,15.8672,1.7881,0.1099,0.1964,1.8008,0.0275,0.0495,1.7959,0.0031,0.0055,1.7959,0.2930,0.5264,1.7998,-0.0061,-0.0110,1.7959,0.3389,0.6084,1.7939,-0.0092,-0.0164,1.7910,0.0900,0.1613,1.7949,3.5664,6.4023,1.7949,-0.3052,-0.5479,1.7939,1.0361,1.8584,1.7988,0.2136,0.3843,1.7979,14.6484,26.3281,0.9487,3.4141,3.2383,0.9487,9.5859,9.0938,0.9478,0.7266,0.6885,0.9497,1.0166,0.9653,3.3027,4.7539,15.7031,0.9453,2.0371,1.9258,3.2988,-1.2451,-4.1094,3.3008,293.7500,969.5000
72.1250,0.9468,53.0938,50.2812,1.1006,62.3750,68.6250,5.2109,423.0000,2204.0000,0.9429,868.5000,819.0000,1.0947,-6.5938,-7.2188,1.0996,-7.6289,-8.3906,1.7891,0.1129,0.2020,1.7969,0.0427,0.0768,1.7969,-0.0076,-0.0137,1.7959,0.2271,0.4077,1.7949,0.0137,0.0246,1.7979,0.3127,0.5625,1.7969,-0.0061,-0.0110,1.8008,0.1007,0.1814,1.8027,3.4941,6.3008,1.7979,-0.0916,-0.1646,1.8057,1.5215,2.7480,1.8008,-1.2812,-2.3066,1.7988,30.3906,54.6562,0.9546,3.2461,3.0996,0.9512,9.3828,8.9219,0.9507,0.5586,0.5312,0.9458,1.2812,1.2119,3.3047,3.7559,12.4141,0.9502,1.8770,1.7832,3.3086,-6.1523,-20.3594,3.3066,287.2500,950.0000
72.1875,0.9517,171.8750,163.6250,1.0967,59.5000,65.2500,5.2148,449.5000,2344.0000,0.9453,843.0000,797.0000,1.1016,-7.2031,-7.9336,1.1035,24.7188,27.2812,1.7949,0.0549,0.0986,1.8008,0.0153,0.0275,1.8018,-0.0122,-0.0220,1.8027,0.2346,0.4229,1.8008,-0.0046,-0.0082,1.7979,0.3418,0.6143,1.7988,-0.1404,-0.2524,1.8018,0.0732,0.1320,1.7969,3.5020,6.2930,1.8008,-0.1526,-0.2747,1.7988,1.0664,1.9180,1.7979,-5.0352,-9.0547,1.7988,14.5859,26.2344,0.9473,3.2559,3.0840,0.9463,8.4531,8.0000,0.9482,0.4517,0.4282,0.9478,0.9580,0.9077,3.3027,3.3906,11.1953,0.9482,3.0293,2.8730,3.3047,2.1719,7.1758,3.3047,271.2500,896.5000
72.2500,0.9463,196.3750,185.8750,1.1006,61.2188,67.3750,5.2109,498.2500,2596.0000,0.9434,849.0000,801.0000,1.0986,25.6406,28.1719,1.0996,66.6250,73.2500,1.7881,0.0153,0.0273,1.7988,-0.0183,-0.0329,1.7998,-0.0061,-0.0110,1.7969,0.2656,0.4773,1.7988,-0.0046,-0.0082,1.7959,0.3188,0.5728,1.7920,0.0519,0.0930,1.7959,0.0778,0.1398,1.7979,3.5176,6.3242,1.7969,-4.1211,-7.4062,1.7939,0.8906,1.5977,1.7959,0.3662,0.6577,1.7969,11.1719,20.0781,0.9399,3.1680,2.9785,0.9424,8.7031,8.2031,0.9399,0.3601,0.3384,0.9443,1.1719,1.1064,3.3066,3.9160,12.9453,0.9429,2.6250,2.4746,3.3047,0.8545,2.8242,3.2988,278.7500,919.5000
72.3125,0.9453,42.8750,40.5312,1.0928,58.2812,63.6875,5.2070,482.2500,2512.0000,0.9404,860.5000,809.0000,1.1016,5.6172,6.1875,1.1025,10.1328,11.1719,1.7910,0.0885,0.1584,1.7969,0.0458,0.0823,1.7939,0.0076,0.0137,1.7939,0.2544,0.4563,1.7959,0.0107,0.0192,1.7979,0.2808,0.5049,1.8018,0.0153,0.0275,1.8027,0.0732,0.1321,1.8008,3.4688,6.2461,1.7988,-3.7227,-6.6953,1.7998,1.9678,3.5410,1.8027,-0.9155,-1.6504,1.7979,14.1016,25.3594,0.9468,3.1406,2.9727,0.9429,8.6719,8.1797,0.9502,0.7842,0.7451,0.9478,1.0527,0.9976,3.3047,4.4297,14.6406,0.9463,2.3203,2.1953,3.3066,-0.0244,-0.0807,3.2988,266.5000,879.0000
72.3750,0.9453,40.4375,38.2188,1.0977,62.9375,69.0625,5.2070,451.0000,2348.0000,0.9404,834.5000,785.0000,1.0996,-7.6289,-8.3906,1.1035,-7.8125,-8.6250,1.7910,0.1343,0.2405,1.7959,0.0397,0.0712,1.7988,0.0397,0.0714,1.8008,0.2441,0.4397,1.8018,0.0305,0.0550,1.8018,0.3342,0.6021,1.7988,0.0061,0.0110,1.7998,0.0656,0.1181,1.7979,3.4844,6.2656,1.8018,-4.9727,-8.9609,1.7988,1.4521,2.6113,1.7979,-1.7695,-3.1816,1.7959,13.1250,23.5781,0.9468,3.4121,3.2305,0.9521,9.2812,8.8359,0.9448,0.4731,0.4470,0.9443,1.0928,1.0322,3.3027,3.7324,12.3281,0.9453,2.8457,2.6895,3.3027,-4.7227,-15.6016,3.3027,298.5000,986.0000
72.4375,0.9512,160.5000,152.6250,1.1016,95.8750,105.6250,5.2188,430.5000,2246.0000,0.9453,853.5000,807.0000,1.1025,10.8047,11.9141,1.1025,-3.6621,-4.0391,1.7939,0.1007,0.1807,1.7949,0.0000,0.0000,1.7939,0.0183,0.0328,1.7969,0.2319,0.4167,1.7979,-0.0061,-0.0110,1.7988,0.3250,0.5845,1.7988,0.0214,0.0384,1.7988,0.0732,0.1317,1.7988,3.5234,6.3398,1.7949,-1.3428,-2.4102,1.7949,1.7148,3.0781,1.7939,-0.4272,-0.7666,1.7969,14.1016,25.3438,0.9502,3.1152,2.9609,0.9473,8.5156,8.0703,0.9517,0.6289,0.5986,0.9507,1.3760,1.3086,3.3066,4.8203,15.9375,0.9429,2.0684,1.9502,3.3008,-3.8574,-12.7344,3.3047,285.5000,943.5000
72.5000,0.9536,42.1250,40.1562,1.1045,61.5312,67.9375,5.2109,482.7500,2516.0000,0.9458,853.5000,807.0000,1.1035,26.3750,29.1094,1.0996,30.7656,33.8438,1.7881,0.0946,0.1692,1.7949,0.0092,0.0164,1.7979,0.0443,0.0795,1.7959,0.2496,0.4482,1.7910,-0.0092,-0.0164,1.7920,0.3145,0.5635,1.7949,-0.0275,-0.0493,1.7939,0.0916,0.1642,1.7969,3.4668,6.2305,1.7969,-0.4272,-0.7676,1.7969,0.8037,1.4443,1.8018,0.6714,1.2100,1.7979,12.5156,22.5000,0.9521,3.1895,3.0371,0.9536,9.5234,9.0781,0.9507,0.4731,0.4497,0.9526,1.0068,0.9590,3.3047,4.5234,14.9453,0.9482,1.9756,1.8730,3.3008,-2.3320,-7.6992,3.3027,296.2500,978.5000
72.5625,0.9502,184.0000,174.8750,1.1006,61.5312,67.7500,5.2070,475.2500,2474.0000,0.9312,840.0000,782.0000,1.0967,-12.2031,-13.3828,1.0996,-8.3594,-9.1953,1.7900,0.1251,0.2240,1.7930,-0.0275,-0.0493,1.7910,-0.0305,-0.0547,1.7930,0.2715,0.4868,1.7959,-0.0061,-0.0110,1.7949,0.3188,0.5723,1.7998,-0.0305,-0.0549,1.7969,0.0885,0.1591,1.7979,3.5059,6.3047,1.8008,-0.1831,-0.3298,1.7998,1.1074,1.9932,1.8008,0.1831,0.3298,1.8047,14.8906,26.8750,0.9487,3.3652,3.1934,0.9487,8.8281,8.3750,0.9492,0.6348,0.6025,0.9482,0.9888,0.9375,3.2969,3.8457,12.6797,0.9453,2.3887,2.2578,3.3008,-3.7109,-12.2500,3.2969,262.7500,866.5000
72.6250,0.9512,61.8125,58.7812,1.1055,60.7188,67.1250,5.2109,432.7500,2256.0000,0.9409,850.0000,800.0000,1.1006,22.2812,24.5156,1.0996,-8.3594,-9.1953,1.7871,0.0549,0.0981,1.7939,0.0793,0.1423,1.7979,0.0015,0.0027,1.7969,0.2380,0.4277,1.7969,0.0000,0.0000,1.7969,0.3159,0.5679,1.7949,-0.0519,-0.0931,1.7930,0.0351,0.0629,1.7930,3.4824,6.2422,1.8008,-0.6714,-1.2090,1.7998,1.0713,1.9277,1.7998,-3.4785,-6.2617,1.8047,12.0234,21.7031,0.9521,3.1699,3.0176,0.9585,9.3516,8.9609,0.9526,0.6255,0.5957,0.9590,1.1934,1.1445,3.3066,4.7422,15.6797,0.9448,3.1895,3.0137,3.3047,-2.7715,-9.1562,3.3027,278.5000,920.0000
72.7500,0.9487,108.3125,102.7500,1.1035,93.8125,103.5000,5.2148,476.0000,2482.0000,0.9458,847.0000,801.0000,1.0996,-8.5469,-9.3984,1.1025,54.5000,60.0938,1.7871,0.0671,0.1200,1.8018,0.0122,0.0220,1.8018,0.0259,0.0467,1.7988,0.2380,0.4282,1.7988,0.0061,0.0110,1.7979,0.3281,0.5898,1.8008,0.0122,0.0220,1.7979,0.0916,0.1646,1.8027,3.5371,6.3750,1.8027,-0.4883,-0.8804,1.8018,0.8130,1.4648,1.8047,0.4578,0.8262,1.8027,11.8984,21.4531,0.9497,3.4492,3.2754,0.9458,8.6719,8.2031,0.9492,0.7783,0.7388,0.9502,1.3398,1.2734,3.3066,4.5742,15.1250,0.9453,2.2891,2.1641,3.3066,1.7949,5.9336,3.3105,296.0000,980.0000
72.8125,0.9497,85.9375,81.6250,1.1006,59.1562,65.1250,5.2109,457.7500,2386.0000,0.9380,858.0000,805.0000,1.0967,-7.9961,-8.7656,1.0986,-0.6714,-0.7378,1.7881,0.0610,0.1091,1.7988,0.0519,0.0933,1.7979,0.0137,0.0247,1.7988,0.2344,0.4216,1.7969,0.0092,0.0164,1.8018,0.3311,0.5967,1.8027,-0.0092,-0.0165,1.7979,0.0732,0.1317,1.8008,3.5391,6.3750,1.7988,-0.6714,-1.2080,1.8027,1.1514,2.0762,1.7998,0.5186,0.9331,1.7998,15.2578,27.4688,0.9482,3.2676,3.0977,0.9492,9.0391,8.5781,0.9473,0.6533,0.6187,0.9507,1.3242,1.2588,3.3047,3.4277,11.3281,0.9497,1.9834,1.8838,3.3047,-4.6133,-15.2422,3.3105,281.0000,930.5000
72.8750,0.9497,63.9375,60.7188,1.0986,74.5000,81.8750,5.2109,451.0000,2350.0000,0.9448,840.5000,794.0000,1.1045,-6.7148,-7.4180,1.1025,55.2500,60.9062,1.7910,0.1434,0.2568,1.7988,0.0427,0.0768,1.7969,0.0229,0.0411,1.7988,0.2472,0.4446,1.7969,0.0214,0.0384,1.7998,0.3418,0.6152,1.7969,0.0000,0.0000,1.8018,0.0824,0.1484,1.7988,3.5059,6.3047,1.7998,-0.4272,-0.7690,1.7988,0.9448,1.6992,1.7988,0.1831,0.3293,1.8027,22.8281,41.1562,0.9468,3.3203,3.1445,0.9443,9.2188,8.7031,0.9453,0.6777,0.6406,0.9497,1.2666,1.2031,3.3008,3.5977,11.8750,0.9438,4.2969,4.0547,3.3027,1.1230,3.7090,3.3027,285.5000,943.0000
72.9375,0.9473,39.9688,37.8750,1.0996,99.1875,109.0625,5.2188,408.2500,2130.0000,0.9419,843.0000,794.0000,1.1016,-5.4922,-6.0508,1.0977,-7.7500,-8.5078,1.7930,0.1404,0.2517,1.8008,-0.0824,-0.1484,1.7998,0.0031,0.0055,1.7979,0.2480,0.4460,1.8008,-0.0046,-0.0082,1.7979,0.3311,0.5952,1.7939,-0.0031,-0.0055,1.7959,0.0748,0.1343,1.7969,3.5059,6.3008,1.7979,0.3662,0.6582,1.8018,1.4180,2.5547,1.8008,-4.9453,-8.9062,1.8008,21.2969,38.3438,0.9487,3.4414,3.2656,0.9468,8.8906,8.4141,0.9487,0.6011,0.5703,0.9448,1.1904,1.1250,3.3027,4.1875,13.8281,0.9448,1.8535,1.7510,3.3047,-0.8301,-2.7422,3.3008,298.7500,986.0000
73.0000,0.9517,88.1875,83.9375,1.1025,115.8125,127.6875,5.2148,417.2500,2176.0000,0.9429,856.5000,807.5000,1.1064,22.7656,25.1875,1.0977,-6.2852,-6.8984,1.7871,0.0946,0.1691,1.7969,0.0305,0.0548,1.7949,0.0107,0.0192,1.7939,0.2930,0.5254,1.7939,0.0183,0.0328,1.8018,0.3235,0.5830,1.7959,-0.0153,-0.0274,1.7959,0.0961,0.1726,1.7959,3.4688,6.2305,1.8057,7.7227,13.9453,1.7988,1.3633,2.4531,1.7998,0.1831,0.3296,1.8018,14.5859,26.2812,0.9507,3.4492,3.2793,0.9517,8.7656,8.3438,0.9512,0.7324,0.6968,0.9482,1.2725,1.2070,3.3066,4.6836,15.4844,0.9473,2.2969,2.1758,3.2988,-2.8438,-9.3828,3.3008,264.2500,872.0000
73.1250,0.9580,34.0312,32.5938,1.1045,60.4375,66.7500,5.2109,458.7500,2390.0000,0.9395,846.0000,795.0000,1.1025,25.9375,28.5938,1.1035,63.3438,69.8750,1.7891,0.1007,0.1802,1.7979,-0.0244,-0.0439,1.7988,0.0076,0.0137,1.7998,0.2549,0.4587,1.7988,-0.0031,-0.0055,1.7959,0.3511,0.6304,1.7988,-0.0092,-0.0165,1.7969,0.0824,0.1481,1.7979,3.4766,6.2500,1.7988,-0.8242,-1.4824,1.7998,1.1729,2.1113,1.8027,-0.1831,-0.3301,1.7979,11.7812,21.1875,0.9458,3.3730,3.1895,0.9434,8.7734,8.2734,0.9473,0.5034,0.4768,0.9468,1.3125,1.2422,3.3066,4.5820,15.1484,0.9487,2.8008,2.6562,3.3027,-5.7852,-19.1094,3.3027,276.7500,914.0000
73.1875,0.9473,39.9688,37.8750,1.1025,97.3125,107.3125,5.2070,449.7500,2342.0000,0.9395,843.0000,792.0000,1.1006,28.2031,31.0469,1.0986,0.4883,0.5366,1.7871,0.1099,0.1963,1.8008,0.0244,0.0440,1.8008,0.0000,0.0000,1.8018,0.2472,0.4453,1.8018,0.0061,0.0110,1.7959,0.3267,0.5864,1.7930,-0.0061,-0.0109,1.7920,0.0763,0.1367,1.7959,3.4453,6.1875,1.7959,-0.7324,-1.3154,1.7979,1.2031,2.1621,1.7998,-0.1831,-0.3296,1.8018,68.8125,124.0000,0.9458,3.3301,3.1504,0.9507,9.2031,8.7500,0.9517,0.7417,0.7061,0.9482,1.0469,0.9927,3.3047,5.3945,17.8281,0.9453,4.9141,4.6445,3.3047,1.9775,6.5352,3.3047,292.0000,965.0000
73.2500,0.9463,70.8125,67.0000,1.0986,81.8125,89.8750,5.2109,453.2500,2362.0000,0.9419,850.0000,800.5000,1.0957,-6.5312,-7.1562,1.0957,-2.0137,-2.2070,1.7861,0.1129,0.2017,1.8008,0.0122,0.0220,1.7979,0.0061,0.0110,1.7998,0.2549,0.4587,1.7998,0.0092,0.0165,1.7979,0.3403,0.6118,1.7969,-0.0061,-0.0110,1.7949,0.0931,0.1671,1.7939,3.5234,6.3203,1.8027,-0.5801,-1.0459,1.7988,0.6558,1.1797,1.8027,0.2441,0.4402,1.8027,14.4688,26.0781,0.9502,3.4609,3.2891,0.9517,8.4453,8.0391,0.9526,0.6499,0.6191,0.9468,1.2695,1.2021,3.3027,4.6484,15.3516,0.9443,1.8691,1.7646,3.3047,-3.7598,-12.4219,3.3047,294.2500,972.5000
73.3125,0.9419,130.7500,123.1250,1.0967,70.8125,77.6875,5.2109,477.7500,2490.0000,0.9390,851.5000,799.5000,1.0957,-1.7090,-1.8721,1.0967,-7.1406,-7.8320,1.7852,0.1038,0.1852,1.7988,0.0305,0.0549,1.8018,0.0519,0.0934,1.7998,0.2646,0.4763,1.7979,0.0076,0.0137,1.7939,0.3372,0.6050,1.7930,0.0244,0.0438,1.7920,0.1007,0.1804,1.7920,3.5215,6.3086,1.7959,-0.3052,-0.5479,1.7930,1.0176,1.8242,1.8008,0.0000,0.0000,1.8027,41.3750,74.5625,0.9521,3.5488,3.3789,0.9546,9.2266,8.8047,0.9556,0.4700,0.4490,0.9512,1.1660,1.1094,3.3047,4.4609,14.7422,0.9458,2.0449,1.9346,3.3008,3.4414,11.3594,3.3027,278.0000,918.0000
73.3750,0.9512,43.3438,41.2188,1.1016,62.1875,68.5000,5.2148,469.7500,2450.0000,0.9385,851.5000,799.0000,1.1006,-7.7500,-8.5312,1.0996,-0.1221,-0.1343,1.7871,0.1068,0.1909,1.8008,0.0305,0.0550,1.8027,0.0031,0.0055,1.8008,0.2429,0.4375,1.8018,0.0031,0.0055,1.7910,0.3511,0.6289,1.7949,0.0183,0.0329,1.7988,0.0534,0.0961,1.7910,3.5547,6.3672,1.7959,-0.9463,-1.6992,1.7998,1.4131,2.5430,1.8018,0.0000,0.0000,1.7998,11.2891,20.3125,0.9473,3.1836,3.0156,0.9482,9.5391,9.0469,0.9482,0.4822,0.4573,0.9492,1.1963,1.1357,3.3086,4.3555,14.4141,0.9512,2.8223,2.6836,3.3086,2.3320,7.7148,3.3047,264.2500,873.5000
73.5000,0.9507,73.6875,70.0625,1.0977,61.2188,67.1875,5.2109,456.0000,2376.0000,0.9424,844.5000,796.0000,1.1055,9.7031,10.7266,1.0977,-0.9766,-1.0723,1.7871,0.0641,0.1145,1.7988,-0.0122,-0.0220,1.7959,0.0000,0.0000,1.7949,0.2847,0.5107,1.7988,-0.0015,-0.0027,1.7969,0.3159,0.5679,1.7939,0.0031,0.0055,1.7949,0.1068,0.1918,1.7949,3.4023,6.1055,1.8037,2.8086,5.0664,1.8008,1.1650,2.0977,1.8008,-0.4883,-0.8794,1.7988,13.7344,24.7031,0.9536,3.6895,3.5176,0.9521,8.8359,8.4141,0.9541,0.6196,0.5913,0.9526,1.1533,1.0986,3.3027,4.8633,16.0625,0.9468,2.3574,2.2324,3.3008,-0.5859,-1.9336,3.3027,288.7500,953.5000
73.5625,0.9541,121.6250,116.0625,1.0986,61.2188,67.2500,5.2188,484.7500,2530.0000,0.9443,852.5000,805.0000,1.0986,7.3242,8.0469,1.0996,-4.2109,-4.6289,1.7861,0.0977,0.1744,1.8018,0.0183,0.0330,1.8008,0.0168,0.0302,1.8008,0.2488,0.4480,1.8057,-0.0076,-0.0138,1.7959,0.3372,0.6055,1.7959,0.0061,0.0110,1.7998,0.0778,0.1400,1.7969,3.5332,6.3477,1.7988,-1.8926,-3.4043,1.7939,1.3086,2.3477,1.7949,0.2441,0.4382,1.7969,11.9609,21.5000,0.9551,3.5215,3.3633,0.9546,9.1406,8.7266,0.9541,0.6348,0.6055,0.9517,1.4492,1.3789,3.3027,4.5156,14.9141,0.9429,1.6865,1.5898,3.3008,2.9414,9.7109,3.3027,268.5000,887.0000
73.6250,0.9458,168.7500,159.6250,1.0986,101.6250,111.6250,5.2109,455.7500,2374.0000,0.9370,868.5000,814.0000,1.0986,-8.0547,-8.8516,1.1035,33.8125,37.3125,1.7832,0.0763,0.1361,1.7998,0.0122,0.0220,1.7959,0.0076,0.0137,1.7979,0.2358,0.4241,1.7998,0.0153,0.0275,1.7998,0.3203,0.5767,1.8018,-0.0580,-0.1045,1.7998,0.0977,0.1758,1.7988,3.4453,6.1992,1.8008,2.9902,5.3828,1.7998,1.2656,2.2773,1.7998,-1.0068,-1.8125,1.8008,12.8203,23.0938,0.9561,3.3203,3.1738,0.9541,8.9766,8.5625,0.9561,0.4028,0.3850,0.9541,1.1504,1.0977,3.3008,3.3691,11.1172,0.9448,2.3340,2.2051,3.3086,2.5996,8.6016,3.3008,253.2500,836.0000
73.6875,0.9492,63.4688,60.2500,1.0996,66.0000,72.5625,5.2109,430.5000,2244.0000,0.9419,845.0000,796.0000,1.1045,-7.7500,-8.5625,1.1035,56.4062,62.2500,1.7900,0.0641,0.1147,1.8018,0.0000,0.0000,1.7979,0.0198,0.0357,1.7998,0.2380,0.4285,1.8008,0.0153,0.0275,1.7979,0.3586,0.6450,1.7988,0.0458,0.0823,1.7979,0.0854,0.1536,1.7998,3.3965,6.1133,1.8008,-1.0986,-1.9785,1.8008,1.0312,1.8574,1.7979,-0.1221,-0.2195,1.8086,102.8750,186.0000,0.9556,3.2598,3.1152,0.9521,9.5234,9.0703,0.9526,0.6196,0.5903,0.9492,1.0625,1.0088,3.2988,3.9434,13.0078,0.9429,2.5938,2.4453,3.3008,-3.2227,-10.6406,3.3047,304.5000,1006.5000
73.7500,0.9487,75.8125,71.9375,1.1016,63.4062,69.8750,5.2148,467.5000,2438.0000,0.9463,845.5000,800.0000,1.1035,-14.4062,-15.8984,1.0996,24.1719,26.5781,1.7871,0.0732,0.1309,1.7979,0.0549,0.0988,1.7998,0.0275,0.0494,1.7988,0.2380,0.4282,1.7988,0.0275,0.0494,1.7969,0.3127,0.5620,1.7988,0.0427,0.0768,1.7949,0.0702,0.1260,1.7949,3.5156,6.3086,1.8086,13.0000,23.5156,1.8018,1.1445,2.0625,1.8066,25.9375,46.8750,1.8037,12.0234,21.6875,0.9570,3.0371,2.9062,0.9546,9.4141,8.9844,0.9546,0.6562,0.6265,0.9507,1.4248,1.3545,3.3086,4.0820,13.5078,0.9468,2.8984,2.7441,3.3086,4.5273,14.9766,3.3047,284.0000,938.5000
